color,fuelTypeId,id,km,make,makeId,province,provinceId,title,transmissionType,transmissionTypeId,year,brand,brand_id,model,model_id,price,seller_type,bodyType,cubicCapacity,doors,hp,acceleration,consumptionAverage,consumptionExtraUrban,consumptionUrban,emissions,fuelTankCapacity,height,length,luggageCapacity,manufacturerPrice,seats,topSpeed,weight,width
COMMON.COLOR_BLACK,2,50834209,70000,AUDI,4,Baleares,7,AUDI A1 Adrenalin 1.0 TFSI 70kW 95CV Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A1,966.0,16600,profesional,BODY_TYPE_SEDAN,999.0,5.0,95.0,11.1,4.3,3.7,5.0,98.0,45.0,1422.0,3973.0,270.0,20797,4.0,186.0,1135.0,1746.0
COMMON.COLOR_BLUE,1,50639360,73123,AUDI,4,Barcelona,8,AUDI Q3 Black line ed 2.0 TDI 110kW quatt S tron 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,Q3,999.0,28350,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.3,5.3,4.8,6.3,140.0,64.0,1590.0,4388.0,460.0,42512,5.0,204.0,1680.0,1831.0
COMMON.COLOR_GRAY,1,51229097,168698,AUDI,4,Madrid,28,AUDI A6 2.0 TDI 170cv multitronic DPF,COMMON.TRANSMISSION_AUTOMATIC,1,2010,AUDI,4,A6,27.0,9990,profesional,BODY_TYPE_SEDAN,1968.0,4.0,170.0,8.9,5.8,5.0,7.3,153.0,70.0,1459.0,4927.0,546.0,40070,5.0,218.0,1565.0,1855.0
COMMON.COLOR_BLACK,2,51360320,74000,AUDI,4,Madrid,28,AUDI A7 Sportback 4.0 TFSI 450CV quat S tron S7,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,A7,974.0,51990,profesional,BODY_TYPE_SEDAN,3993.0,5.0,450.0,4.6,9.3,7.0,13.2,215.0,75.0,1398.0,4981.0,535.0,102034,4.0,250.0,2030.0,1911.0
COMMON.COLOR_BLUE,1,50753496,24475,AUDI,4,León,24,AUDI Q2 Sport 30 TDI 85kW 116CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,AUDI,4,Q2,1199.0,28500,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.5,4.7,4.4,5.1,122.0,50.0,1508.0,4191.0,405.0,33009,5.0,197.0,1435.0,1794.0
COMMON.COLOR_BLUE,1,51116875,145239,AUDI,4,Barcelona,8,AUDI A4 Avant 2.0 TDI 143cv multitronic 5p.,COMMON.TRANSMISSION_MANUAL,2,2011,AUDI,4,A4,7.0,11800,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,143.0,9.5,4.9,4.5,5.6,129.0,63.0,1436.0,4699.0,490.0,37220,5.0,200.0,1650.0,1826.0
COMMON.COLOR_BLACK,1,51360303,53000,AUDI,4,Valencia,46,AUDI Q2 design edition 1.6 TDI 85kW 116CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q2,1199.0,25363,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.3,4.6,4.4,5.0,120.0,50.0,1508.0,4191.0,405.0,29687,5.0,197.0,1385.0,1794.0
COMMON.COLOR_WHITE,1,51360300,32000,AUDI,4,Valencia,46,AUDI Q3 Sport ed 2.0 TDI 110kW 150CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q3,999.0,32000,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.3,5.0,4.5,6.0,128.0,64.0,1590.0,4388.0,460.0,40566,5.0,204.0,1590.0,1831.0
COMMON.COLOR_WHITE,1,51237383,309858,AUDI,4,Barcelona,8,AUDI Q5 2.0 TDI 143cv Advance 5p.,COMMON.TRANSMISSION_MANUAL,2,2012,AUDI,4,Q5,904.0,13299,profesional,BODY_TYPE_4X4,1968.0,5.0,143.0,10.9,5.3,4.9,6.2,139.0,75.0,1625.0,4629.0,540.0,35900,5.0,192.0,1755.0,1898.0
COMMON.COLOR_WHITE,1,51360258,32000,AUDI,4,Sevilla,41,AUDI Q3 Sport ed 2.0 TDI 110kW 150CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q3,999.0,32000,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.3,5.0,4.5,6.0,128.0,64.0,1590.0,4388.0,460.0,40566,5.0,204.0,1590.0,1831.0
COMMON.COLOR_BLACK,1,51360244,53000,AUDI,4,Madrid,28,AUDI Q2 design edition 1.6 TDI 85kW 116CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q2,1199.0,25363,profesional,BODY_TYPE_4X4,1598.0,5.0,116.0,10.3,4.6,4.4,5.0,120.0,50.0,1508.0,4191.0,405.0,29687,5.0,197.0,1385.0,1794.0
COMMON.COLOR_WHITE,1,51360239,32000,AUDI,4,Madrid,28,AUDI Q3 Sport ed 2.0 TDI 110kW 150CV S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q3,999.0,32000,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.3,5.0,4.5,6.0,128.0,64.0,1590.0,4388.0,460.0,40566,5.0,204.0,1590.0,1831.0
COMMON.COLOR_GRAY,1,50869040,142000,AUDI,4,Málaga,29,AUDI A3 Sportback 2.0 TDI 140cv Attraction 5p.,COMMON.TRANSMISSION_MANUAL,2,2012,AUDI,4,A3,345.0,10900,profesional,BODY_TYPE_SEDAN,1968.0,5.0,140.0,8.9,4.4,3.8,5.5,115.0,55.0,1423.0,4292.0,370.0,27560,5.0,210.0,1435.0,1765.0
COMMON.COLOR_WHITE,1,51360199,160000,AUDI,4,Madrid,28,AUDI A3 1.6 TDI 85kW 116CV Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A3,345.0,16900,profesional,BODY_TYPE_SEDAN,1598.0,5.0,116.0,10.4,4.1,3.8,4.6,107.0,50.0,1426.0,4313.0,380.0,27427,5.0,202.0,1360.0,1785.0
COMMON.COLOR_GRAY,1,51360183,82270,AUDI,4,Cáceres,10,AUDI Q3 Design edition 2.0 TDI 110kW 150CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q3,999.0,27300,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.6,4.6,4.2,5.1,119.0,64.0,1590.0,4388.0,460.0,36774,5.0,204.0,1560.0,1831.0
COMMON.COLOR_WHITE,1,51360148,102536,AUDI,4,Navarra,31,AUDI A3 Sedan 2.0 TDI 150cv Ambition 4p.,COMMON.TRANSMISSION_MANUAL,2,2014,AUDI,4,A3,345.0,17500,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.7,4.1,3.5,5.2,107.0,50.0,1416.0,4456.0,425.0,30670,5.0,224.0,1390.0,1796.0
COMMON.COLOR_WHITE,2,51360141,127168,AUDI,4,Navarra,31,AUDI A5 Cabrio 2.0 TFSI 180cv multitronic 2p.,COMMON.TRANSMISSION_AUTOMATIC,1,2010,AUDI,4,A5,611.0,15950,profesional,BODY_TYPE_CABRIO,1984.0,2.0,180.0,8.9,7.4,6.0,9.9,174.0,65.0,1383.0,4625.0,320.0,46060,4.0,219.0,1655.0,1854.0
COMMON.COLOR_BLACK,2,51005014,111663,AUDI,4,Madrid,28,AUDI A8 4.0 TFSI quattro tiptronic 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2014,AUDI,4,A8,105.0,33890,profesional,BODY_TYPE_SEDAN,3993.0,4.0,435.0,4.5,9.1,7.1,12.6,213.0,82.0,1460.0,5135.0,520.0,112220,5.0,250.0,1995.0,1949.0
COMMON.COLOR_BLACK,2,49130764,150000,AUDI,4,Pontevedra,36,AUDI A5 RS 5 4.2 FSI quattro S tronic 2p.,COMMON.TRANSMISSION_AUTOMATIC,1,2011,AUDI,4,A5,611.0,30600,profesional,BODY_TYPE_COUPE,4163.0,2.0,450.0,4.6,10.8,8.5,14.9,252.0,64.0,1366.0,4649.0,455.0,87210,4.0,250.0,1800.0,1860.0
COMMON.COLOR_BLUE,2,50428148,30652,AUDI,4,Madrid,28,AUDI A1 Black Line 30 TFSI 85kW Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,AUDI,4,A1,966.0,25200,profesional,BODY_TYPE_SEDAN,999.0,5.0,116.0,9.5,4.9,4.2,6.0,111.0,40.0,1409.0,4029.0,335.0,25809,5.0,203.0,1180.0,1740.0
COMMON.COLOR_WHITE,2,50978884,37200,AUDI,4,Zaragoza,50,AUDI A1 Adrenalin 1.0 TFSI 70kW 95CV Sportback,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A1,966.0,18400,profesional,BODY_TYPE_SEDAN,999.0,5.0,95.0,11.1,4.3,3.7,5.0,98.0,45.0,1422.0,3973.0,270.0,20797,4.0,186.0,1135.0,1746.0
COMMON.COLOR_GRAY,1,50753096,16420,AUDI,4,León,24,AUDI A3 Sportback Design 30 TDI 85kW 116CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,AUDI,4,A3,345.0,25500,profesional,BODY_TYPE_SEDAN,1598.0,5.0,116.0,10.4,4.5,4.1,5.2,118.0,50.0,1426.0,4313.0,380.0,30597,5.0,205.0,1365.0,1785.0
COMMON.COLOR_BLUE,1,51360068,51185,AUDI,4,Madrid,28,AUDI A4 2.0 TDI 110kW150CV S tronic S line ed 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A4,7.0,28990,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.5,4.1,3.7,4.9,109.0,40.0,1427.0,4726.0,480.0,42394,5.0,219.0,1545.0,1842.0
COMMON.COLOR_BLACK,1,49536858,142000,AUDI,4,Madrid,28,AUDI A5 Sportb 2.0 TDI clean 150CV mult Advanced 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,A5,611.0,19990,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,9.4,4.6,4.1,5.3,119.0,63.0,1391.0,4712.0,480.0,44280,5.0,205.0,1680.0,1854.0
COMMON.COLOR_WHITE,1,50940132,244000,AUDI,4,Sevilla,41,AUDI A4 Avant 2.0 TDI 177cv 5p.,COMMON.TRANSMISSION_MANUAL,2,2015,AUDI,4,A4,7.0,11999,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,177.0,8.5,4.8,4.3,5.7,126.0,63.0,1436.0,4699.0,490.0,40200,5.0,222.0,1610.0,1826.0
COMMON.COLOR_RED,1,51303152,97000,AUDI,4,Madrid,28,AUDI A3 S line edition 2.0 TDI 110kW quattro 3p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,A3,345.0,25490,profesional,BODY_TYPE_SEDAN,1968.0,3.0,150.0,8.2,4.7,4.1,5.6,127.0,55.0,1424.0,4241.0,325.0,35160,5.0,214.0,1435.0,1777.0
COMMON.COLOR_GRAY,1,51326664,274000,AUDI,4,Sevilla,41,AUDI A6 Avant 2.0 TDI 177cv multitronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2012,AUDI,4,A6,27.0,12499,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,177.0,8.5,5.1,4.5,6.1,135.0,65.0,1461.0,4926.0,565.0,44490,5.0,216.0,1725.0,1874.0
COMMON.COLOR_BLACK,1,50860945,211000,AUDI,4,Valencia,46,AUDI A6 Avant 3.0 TDI 204cv multitronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2012,AUDI,4,A6,27.0,15990,profesional,BODY_TYPE_FAMILIAR,2967.0,5.0,204.0,7.4,5.2,4.7,5.9,136.0,65.0,1461.0,4926.0,565.0,52310,5.0,230.0,1780.0,1874.0
COMMON.COLOR_BLACK,1,51305765,110000,AUDI,4,Valencia,46,AUDI A4 2.0 TDI e 136cv DPF 4p.,COMMON.TRANSMISSION_MANUAL,2,2010,AUDI,4,A4,7.0,12790,profesional,BODY_TYPE_SEDAN,1968.0,4.0,136.0,9.5,4.6,3.8,5.8,119.0,65.0,1427.0,4703.0,480.0,31840,5.0,215.0,1475.0,1826.0
COMMON.COLOR_WHITE,2,50561647,17400,AUDI,4,Barcelona,8,AUDI A3 Sportback 30 TFSI 85kW 116CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2019,AUDI,4,A3,345.0,23250,profesional,BODY_TYPE_SEDAN,999.0,5.0,116.0,9.9,5.1,4.6,6.0,117.0,50.0,1426.0,4313.0,380.0,27635,5.0,206.0,1265.0,1785.0
COMMON.COLOR_BLACK,1,51360023,30237,AUDI,4,Zaragoza,50,AUDI A6 S line 2.0 TDI 140kW190CV ultra S tron 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A6,27.0,29900,profesional,BODY_TYPE_SEDAN,1968.0,4.0,190.0,8.2,4.2,3.9,4.7,110.0,73.0,1455.0,4933.0,530.0,50931,5.0,232.0,1735.0,1874.0
COMMON.COLOR_WHITE,2,51325944,79801,AUDI,4,Cádiz,11,AUDI Q2 sport ed 1.0 TFSI 85kW 116CV ultra 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,Q2,1199.0,23990,profesional,BODY_TYPE_4X4,999.0,5.0,116.0,10.1,5.3,4.7,6.3,121.0,50.0,1508.0,4191.0,405.0,29689,5.0,197.0,1280.0,1794.0
COMMON.COLOR_BLUE,1,50863561,55000,AUDI,4,Burgos,9,AUDI Q5 Design 2.0 TDI 140kW quattro S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q5,904.0,38500,profesional,BODY_TYPE_4X4,1968.0,5.0,190.0,7.9,5.0,4.8,5.4,132.0,65.0,1659.0,4663.0,550.0,55736,5.0,218.0,1845.0,1893.0
COMMON.COLOR_WHITE,1,51359985,108000,AUDI,4,Alicante,3,AUDI Q3 Design edition 2.0 TDI 150CV 5p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,Q3,999.0,23500,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.6,4.5,6.8,11.8,117.0,64.0,1590.0,4388.0,460.0,35575,5.0,204.0,1560.0,1831.0
COMMON.COLOR_GRAY,1,50098670,152000,AUDI,4,Murcia,30,AUDI Q3 2.0 TDI 177cv quattro Str S line edition 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2014,AUDI,4,Q3,999.0,20900,profesional,BODY_TYPE_4X4,1968.0,5.0,177.0,8.2,5.9,5.3,7.0,156.0,64.0,1608.0,4385.0,460.0,42050,5.0,212.0,1660.0,1831.0
COMMON.COLOR_WHITE,1,51015775,149000,AUDI,4,Murcia,30,AUDI A5 Sportback 2.0 TDI 150cv S line edition 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,A5,611.0,21500,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,9.4,4.5,4.0,5.4,119.0,63.0,1391.0,4712.0,480.0,41150,4.0,212.0,1590.0,1854.0
COMMON.COLOR_WHITE,1,51000840,58780,AUDI,4,Murcia,30,AUDI Q2 Advanced 2.0 TDI 110kW quattro S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q2,1199.0,29500,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,8.1,4.8,4.3,5.6,125.0,55.0,1508.0,4191.0,355.0,34498,5.0,211.0,1475.0,1794.0
COMMON.COLOR_BLACK,1,51359877,176450,AUDI,4,Madrid,28,AUDI Q5 2.0 TDI 170cv quattro S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2010,AUDI,4,Q5,904.0,15490,profesional,BODY_TYPE_4X4,1968.0,5.0,170.0,9.9,7.0,5.9,8.8,184.0,75.0,1653.0,4629.0,540.0,45270,5.0,200.0,1845.0,1880.0
COMMON.COLOR_BLACK,1,51359878,39553,AUDI,4,Almería,4,AUDI A1 Attraction 1.6 TDI 85kW116CV Sportback 5p.,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,A1,966.0,18990,profesional,BODY_TYPE_SEDAN,1598.0,5.0,116.0,9.5,3.7,3.2,4.5,97.0,45.0,1422.0,3973.0,270.0,21839,4.0,200.0,1250.0,1746.0
COMMON.COLOR_RED,1,51359876,93709,AUDI,4,Sevilla,41,AUDI A3 1.6 TDI 110cv clean diesel Attraction 3p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,A3,345.0,15800,profesional,BODY_TYPE_SEDAN,1598.0,3.0,110.0,10.5,3.8,3.4,4.5,99.0,50.0,1421.0,4237.0,365.0,24990,5.0,200.0,1305.0,1777.0
COMMON.COLOR_WHITE,1,51359870,102536,AUDI,4,Córdoba,14,AUDI A3 Sedan 2.0 TDI 150cv Ambition 4p.,COMMON.TRANSMISSION_MANUAL,2,2014,AUDI,4,A3,345.0,17500,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.7,4.1,3.5,5.2,107.0,50.0,1416.0,4456.0,425.0,30670,5.0,224.0,1390.0,1796.0
COMMON.COLOR_BLACK,1,51359866,30237,AUDI,4,Córdoba,14,AUDI A6 S line 2.0 TDI 140kW190CV ultra S tron 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A6,27.0,29900,profesional,BODY_TYPE_SEDAN,1968.0,4.0,190.0,8.2,4.2,3.9,4.7,110.0,73.0,1455.0,4933.0,530.0,50931,5.0,232.0,1735.0,1874.0
COMMON.COLOR_GRAY,1,51359855,62327,AUDI,4,Alicante,3,AUDI Q5 S line 2.0 TDI 120kW quattro S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q5,904.0,35400,profesional,BODY_TYPE_4X4,1968.0,5.0,163.0,8.9,5.1,4.9,5.4,133.0,65.0,1659.0,4663.0,550.0,53536,5.0,211.0,1845.0,1893.0
COMMON.COLOR_BLACK,1,50922394,115000,AUDI,4,Navarra,31,AUDI A5 2.0 TDI S tronic Sportback 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,A5,611.0,19900,profesional,BODY_TYPE_SEDAN,1968.0,5.0,190.0,7.9,4.2,3.8,4.9,109.0,40.0,1386.0,4733.0,480.0,45900,5.0,235.0,1595.0,1843.0
COMMON.COLOR_BLACK,1,50386969,115901,AUDI,4,Málaga,29,AUDI A3 Sportb 1.6 TDI clean 110 S tro Attracted 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,A3,345.0,15900,profesional,BODY_TYPE_SEDAN,1598.0,5.0,110.0,10.7,3.9,3.6,4.4,102.0,50.0,1425.0,4310.0,380.0,27780,5.0,200.0,1355.0,1785.0
COMMON.COLOR_WHITE,2,51359835,127168,AUDI,4,Alicante,3,AUDI A5 Cabrio 2.0 TFSI 180cv multitronic 2p.,COMMON.TRANSMISSION_AUTOMATIC,1,2010,AUDI,4,A5,611.0,15950,profesional,BODY_TYPE_CABRIO,1984.0,2.0,180.0,8.9,7.4,6.0,9.9,174.0,65.0,1383.0,4625.0,320.0,46060,4.0,219.0,1655.0,1854.0
COMMON.COLOR_RED,1,51359831,86000,AUDI,4,Alicante,3,AUDI A3 Sedan 1.6 TDI clean 110CV S tro Advanced 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,A3,345.0,18500,profesional,BODY_TYPE_SEDAN,1598.0,4.0,110.0,10.7,3.9,3.6,4.4,102.0,50.0,1416.0,4456.0,425.0,29720,5.0,203.0,1365.0,1796.0
COMMON.COLOR_BLUE,1,51359829,140500,AUDI,4,Alicante,3,AUDI A6 Avant 3.0 TDI 218cv quatt S tro Advanced 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,A6,27.0,26000,profesional,BODY_TYPE_FAMILIAR,2967.0,5.0,218.0,6.8,5.1,4.8,5.7,134.0,73.0,1461.0,4943.0,565.0,62672,5.0,234.0,1905.0,1874.0
COMMON.COLOR_BLACK,1,51359773,133007,AUDI,4,Valencia,46,AUDI A3 2.0 TDI 110kW 150CV S tronic Sportback 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A3,345.0,18900,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,8.3,4.4,4.0,5.2,114.0,50.0,1426.0,4313.0,380.0,31261,5.0,218.0,1395.0,1785.0
COMMON.COLOR_GRAY,1,51240606,80690,AUDI,4,Lugo,27,AUDI A3 S line edition 2.0 TDI Sportback,COMMON.TRANSMISSION_MANUAL,2,2017,AUDI,4,A3,345.0,24900,profesional,BODY_TYPE_SEDAN,1968.0,5.0,150.0,8.7,4.2,3.7,5.0,109.0,50.0,1426.0,4313.0,380.0,32444,5.0,218.0,1380.0,1785.0
COMMON.COLOR_WHITE,1,51000227,167065,AUDI,4,Sevilla,41,AUDI A7 3.0 TDI 200kW quattro S tronic Sportback,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A7,974.0,33500,profesional,BODY_TYPE_SEDAN,2967.0,5.0,272.0,5.7,5.2,4.8,6.0,138.0,73.0,1420.0,4974.0,535.0,72516,4.0,250.0,1905.0,1911.0
COMMON.COLOR_WHITE,2,51151218,49500,AUDI,4,Las Palmas,35,AUDI A1 1.2 TFSI 86cv Ambition 3p.,COMMON.TRANSMISSION_MANUAL,2,2014,AUDI,4,A1,966.0,12490,profesional,BODY_TYPE_SEDAN,1197.0,3.0,86.0,11.7,5.0,4.3,6.2,116.0,45.0,1416.0,3954.0,270.0,19510,4.0,180.0,1115.0,1740.0
COMMON.COLOR_BLUE,1,50625802,160500,AUDI,4,Badajoz,6,AUDI Q3 Sport edition 2.0 TDI 150CV quatt S tron 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,Q3,999.0,20990,profesional,BODY_TYPE_4X4,1968.0,5.0,150.0,9.3,5.1,4.5,6.1,133.0,64.0,1590.0,4388.0,460.0,40522,5.0,204.0,1680.0,1831.0
COMMON.COLOR_BLACK,2,51359735,49650,AUDI,4,Barcelona,8,AUDI Q3 Sport ed 1.4 TFSI 110kW CoD S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,Q3,999.0,26995,profesional,BODY_TYPE_4X4,1395.0,5.0,150.0,8.9,5.9,5.3,7.1,143.0,64.0,1590.0,4388.0,460.0,36922,5.0,204.0,1480.0,1831.0
COMMON.COLOR_BLACK,1,50905538,55500,AUDI,4,Pontevedra,36,AUDI A3 Sportb 1.6 TDI 110 clean S tr Attraction 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2015,AUDI,4,A3,345.0,22800,profesional,BODY_TYPE_SEDAN,1598.0,5.0,110.0,10.7,3.9,3.6,4.4,102.0,50.0,1425.0,4310.0,380.0,28550,5.0,200.0,1355.0,1785.0
COMMON.COLOR_WHITE,1,51359700,102536,AUDI,4,Madrid,28,AUDI A3 Sedan 2.0 TDI 150cv Ambition 4p.,COMMON.TRANSMISSION_MANUAL,2,2014,AUDI,4,A3,345.0,17500,profesional,BODY_TYPE_SEDAN,1968.0,4.0,150.0,8.7,4.1,3.5,5.2,107.0,50.0,1416.0,4456.0,425.0,30670,5.0,224.0,1390.0,1796.0
COMMON.COLOR_WHITE,1,51176082,140980,AUDI,4,Sevilla,41,AUDI A3 1.6 TDI Sedan 4p.,COMMON.TRANSMISSION_MANUAL,2,2016,AUDI,4,A3,345.0,15800,profesional,BODY_TYPE_SEDAN,1598.0,4.0,110.0,10.7,3.9,3.5,4.9,101.0,50.0,1416.0,4458.0,425.0,27100,5.0,200.0,1360.0,1796.0
COMMON.COLOR_WHITE,1,50996506,80000,AUDI,4,Valencia,46,AUDI A5 S line 2.0 TDI 140kW S tronic Coupe 2p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A5,611.0,32990,profesional,BODY_TYPE_COUPE,1968.0,2.0,190.0,7.7,4.3,4.0,5.0,113.0,40.0,1371.0,4673.0,465.0,50421,4.0,238.0,1565.0,1846.0
COMMON.COLOR_GRAY,1,51091012,177639,AUDI,4,Valencia,46,AUDI A4 2.0 TDI e 136cv DPF 4p.,COMMON.TRANSMISSION_MANUAL,2,2011,AUDI,4,A4,7.0,11500,profesional,BODY_TYPE_SEDAN,1968.0,4.0,136.0,9.5,4.6,4.0,5.5,120.0,65.0,1427.0,4703.0,480.0,31840,5.0,215.0,1550.0,1826.0
COMMON.COLOR_GRAY,1,51359679,156000,AUDI,4,Alicante,3,AUDI A5 Sportback 2.0 TDI 190 quatt S tro S line 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2016,AUDI,4,A5,611.0,24500,profesional,BODY_TYPE_SEDAN,1968.0,5.0,190.0,7.4,5.1,4.6,6.1,142.0,61.0,1391.0,4712.0,480.0,51930,4.0,232.0,1760.0,1854.0
COMMON.COLOR_BLACK,1,51359670,30237,AUDI,4,Madrid,28,AUDI A6 S line 2.0 TDI 140kW190CV ultra S tron 4p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A6,27.0,29900,profesional,BODY_TYPE_SEDAN,1968.0,4.0,190.0,8.2,4.2,3.9,4.7,110.0,73.0,1455.0,4933.0,530.0,50931,5.0,232.0,1735.0,1874.0
COMMON.COLOR_WHITE,2,51359663,31176,AUDI,4,Granada,18,AUDI A1 Active Kit 1.0 TFSI 70kW95CV Sportback,COMMON.TRANSMISSION_MANUAL,2,2018,AUDI,4,A1,966.0,18700,profesional,BODY_TYPE_SEDAN,999.0,5.0,95.0,11.1,4.2,3.7,5.0,98.0,45.0,1422.0,3973.0,270.0,21518,4.0,186.0,1135.0,1746.0
COMMON.COLOR_WHITE,2,51359661,127168,AUDI,4,Madrid,28,AUDI A5 Cabrio 2.0 TFSI 180cv multitronic 2p.,COMMON.TRANSMISSION_AUTOMATIC,1,2010,AUDI,4,A5,611.0,15950,profesional,BODY_TYPE_CABRIO,1984.0,2.0,180.0,8.9,7.4,6.0,9.9,174.0,65.0,1383.0,4625.0,320.0,46060,4.0,219.0,1655.0,1854.0
COMMON.COLOR_WHITE,2,51204603,73000,AUDI,4,Málaga,29,AUDI Q2 Advanced 30 TFSI 85kW 116CV 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2019,AUDI,4,Q2,1199.0,25500,profesional,BODY_TYPE_4X4,999.0,5.0,116.0,10.1,5.1,4.4,6.1,115.0,50.0,1508.0,4191.0,405.0,27319,5.0,197.0,1300.0,1794.0
COMMON.COLOR_GRAY,1,51359637,62327,AUDI,4,Madrid,28,AUDI Q5 S line 2.0 TDI 120kW quattro S tronic 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2018,AUDI,4,Q5,904.0,35400,profesional,BODY_TYPE_4X4,1968.0,5.0,163.0,8.9,5.1,4.9,5.4,133.0,65.0,1659.0,4663.0,550.0,53536,5.0,211.0,1845.0,1893.0
COMMON.COLOR_WHITE,1,51359626,179057,AUDI,4,Madrid,28,AUDI A3 Sportback 1.6 TDI Attracted 5p.,COMMON.TRANSMISSION_MANUAL,2,2014,AUDI,4,A3,345.0,12900,profesional,BODY_TYPE_SEDAN,1598.0,5.0,105.0,10.9,3.8,3.3,4.6,99.0,50.0,1425.0,4310.0,380.0,24730,5.0,195.0,1335.0,1785.0
COMMON.COLOR_GRAY,1,49615821,19500,AUDI,4,Alicante,3,AUDI A6 2.0 TDI 140kW190CV ultra S tron Avant 5p.,COMMON.TRANSMISSION_AUTOMATIC,1,2017,AUDI,4,A6,27.0,39999,profesional,BODY_TYPE_FAMILIAR,1968.0,5.0,190.0,8.5,4.4,4.1,4.9,115.0,73.0,1461.0,4943.0,565.0,49301,5.0,226.0,1800.0,1874.0
